objectid,facilityid,name,systemname,status,length,width,trailtype,surftype,hiking,dogwalking,walking,electric,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,installyr,resurfyr,ownedby,maintby,creationdate,creator,editdate,editor,globalid,shlder,shapestlength
990,990,Downtown Trail,North South Greenway,Existing,1.64,0,Driveway,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{9C0AB060-8765-48DC-8111-D066C5E46601},No,27.8669973714706
991,991,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{9713619C-94D2-480B-ABEC-E7E4DC237A0E},No,57.0937682783491
992,992,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{3AF94853-A016-4030-BD9C-B3AD56925AF2},No,85.0892811423823
993,993,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{B5D08875-2750-4093-8736-932D6F29014B},No,54.332059930913
994,994,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{7570A6EC-8AB9-493E-8044-6CE0FAEDF893},No,55.4346194904487
995,995,Downtown Trail,North South Greenway,Existing,1.64,0,Driveway,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{93E6C647-36C3-4ACD-9CEA-2050AA6E5592},No,20.9443661220135
996,996,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{4C4387DC-7255-49A6-8076-A4D17D4C678F},No,46.5357519988472
997,997,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{8EB7CE40-DEAF-47EC-A164-5D45FB227036},No,88.3168192450624
998,998,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{CE81E90C-89EA-4534-A3D0-3F9DAE5CD66D},No,32.078018585222
999,999,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{61DE7708-12B4-420D-A5AC-16D2C8F3E273},No,44.125887751954
1000,1000,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{956DFA94-B9E2-4C97-8775-18A4993C08BC},No,60.4584093565533
1001,1001,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{E15B9CFD-0001-4E1F-AA0D-CB0E50BF8413},No,49.314692093288
1002,1002,Downtown Trail,North South Greenway,Existing,1.64,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{E302EAF7-AC5E-4D47-BA5A-FA647907EBB1},No,74.7602151182106
1003,1003,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1999,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{5D2A2357-CA6A-4530-B401-DB4B44F4716D},No,37.1246304076764
1004,1004,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{1FF8D383-CD8B-4AE5-91E9-625CF1FDE87D},No,35.1109902879409
1008,1008,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1999,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{EF1DA6F7-5ED2-48EC-8033-343B3B6CB081},No,49.9660186459181
1009,1009,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1999,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{2BD4C96A-5945-4CC6-8B8F-68D5B9CB3CBC},No,79.6336992981513
1010,1010,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{3BB2339F-17D2-4D5D-B4F6-33F499D52F0A},No,45.3770981203353
1014,1014,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{A1977548-B0C6-4CE2-9F7C-6934F94F75C6},No,94.6162093714493
1015,1015,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{6565A085-039F-4F4A-A8B1-A1C0F20A2DF5},No,16.6675624006213
1016,1016,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{87880E70-1441-4E26-8AA6-5202F7700964},No,16.0694259473689
1017,1017,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{12E8C887-2A8C-4CAD-9654-F7F8284D76CB},No,58.335544532896
1018,1018,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{9E24517C-4B64-4CD0-9648-FA6FE61AC02D},No,25.2606994910921
1019,1019,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{27E55714-5803-4529-9671-CE7EB9BCBE3F},No,13.9457649455141
1020,1020,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{28676E6C-C5F4-46A7-9037-90289A108C3D},No,13.9886306610892
1021,1021,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{FB33ED19-DA24-4076-BF76-83781E5CD947},No,11.0324566830441
1022,1022,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{AFBAF124-F2F5-499B-93CB-B44FC42730B5},No,35.1582251652819
1023,1023,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{62926458-EEB2-42C5-8EDD-009E8997732A},No,15.4705230191024
1024,1024,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{C460A5A4-28B5-410C-A713-10B42B6AB378},No,29.1675072890549
1025,1025,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{92A2D229-074D-4D03-8F49-F64115A71517},No,25.9963239030504
1026,1026,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{3D9EAFCE-93D9-4115-A4ED-AF76619A4E7B},No,40.5741109326572
1027,1027,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{3A3A2E76-5AE4-434F-8E77-64BCED94B4D5},No,37.3385778322563
1028,1028,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{6C98991C-FF0A-46AF-B1D6-089252668269},No,35.9277416422331
1029,1029,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{F451BDCA-D4EE-4AB3-94CE-A84001153BC1},No,29.1020047465096
1030,1030,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Existing,2.4,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{356C75AB-54B9-4EED-8A87-111BBACA292A},No,26.4633108296505
1031,1031,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1999,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{6DE07B45-6B71-4DC5-9181-8B2759FDE0F2},No,38.3168871155051
1032,1032,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1999,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{8D962DAB-2797-4958-B151-6CEA4343B6F4},No,31.915644874872
1033,1033,Riddle Road Spur Trail,American Tobacco Greenway,Existing,1.48,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{D9F74FFE-310F-4057-A703-815E125D866D},No,60.0293614960903
1034,1034,Riddle Road Spur Trail,American Tobacco Greenway,Existing,1.48,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{4E99090C-DCEE-4A11-8058-AF2B86111FFB},No,30.4929611997695
1035,1035,Riddle Road Spur Trail,American Tobacco Greenway,Existing,1.48,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{9844AA96-BF70-4F51-BE1E-95EFCA61541F},Yes,18.6819114698792
1036,1036,Riddle Road Spur Trail,American Tobacco Greenway,Existing,1.48,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:13:05Z,KRISTYPO,{CD1F9147-6EC2-46BE-9902-C7105E3C6815},Yes,196.315272261541
1038,1038,Riddle Road Spur Trail,American Tobacco Greenway,Existing,1.48,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{0EDAC0A2-36C8-43D3-AFC4-A16778D8D670},No,80.3979725843826
1039,1039,Riddle Road Spur Trail,American Tobacco Greenway,Existing,1.48,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{B8C784D2-09FF-411A-8B07-D830856A80D6},Yes,24.1059304342499
1040,1040,Riddle Road Spur Trail,American Tobacco Greenway,Existing,1.48,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{4C2B5137-8F54-4D22-A7B6-C0F68286608B},No,44.7338330385474
1043,1043,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{1E14ACC6-8525-4824-9968-921A88A64F5B},No,111.442690358461
1044,1044,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{D6F6C209-A205-4B7A-A43E-6DB16009BDD4},No,41.9067123619471
1045,1045,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{21175534-ECBE-46AC-AE0A-1C642D2795E6},No,35.111360891827204
1046,1046,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{876C26CC-3CB2-417D-8E2B-B57BC1D1AB38},No,42.8902767724054
1047,1047,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{E638A16C-FF8A-4725-AE84-F4005E1D4E8F},No,38.6846368053301
1048,1048,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{C33070AC-C2CD-4386-A5ED-F2E2C0E2F5EA},No,47.1494314081684
1049,1049,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{714ACAA6-1753-4AEE-B083-3756DFABDB2D},No,42.8486599022683
1050,1050,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{A5ED2084-B8F4-499B-9435-E13E1923D5D7},No,20.2087874807947
1051,1051,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2001,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{47D33E40-690C-48A6-BF72-F1B900CC8052},No,27.317686419628
1052,1052,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{951FF606-CF9C-4193-B0DA-1B4FF6F98DC4},No,22.8930346589973
1055,1055,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1998,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{953ADC8E-63BA-4E47-A05A-2E4A474D4AF6},No,27.2729300670845
1056,1056,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1998,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{7EE68E3D-2EA5-4BF2-ADA7-546EC6986345},No,40.9707353233828
1057,1057,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1998,2010,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{B4730D78-BB78-4FC1-8E84-6B3DFABDC7B0},No,28.5785741358909
1058,1058,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,7,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2014,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:15:56Z,KRISTYPO,{C3034C92-40B9-419B-8A1A-B582403F89F5},Yes,207.879350390684
1059,1059,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,8,Multi Use Path,Gravel,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2014,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:19:26Z,KRISTYPO,{8063158C-C733-4A75-9CB9-76CC142586F7},NA,249.305745494351
1060,1060,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,8,Multi Use Path,Chunk Wood,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2014,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:22:04Z,KRISTYPO,{6D66BB02-C830-477D-B868-54AE0CFE2DB4},NA,176.502367380242
1061,1061,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{0F436170-1F61-483D-86E1-DB8FACA27236},No,60.8241253409447
1062,1062,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Driveway,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2014,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{2093A34B-32D6-4C5D-8B47-0E7C8AFE2F76},No,39.9950996400513
1063,1063,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Driveway,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2014,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{75024484-7AEC-4454-93C0-341C2AD6D45B},No,36.3183090808259
1064,1064,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2014,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{F763470F-002B-4A27-BC8A-C77207257535},NA,35.060148470401
1065,1065,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2014,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{5C819CC2-C268-46DC-B7FF-A6EAC17FA94B},No,27.7473963556868
1066,1066,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2014,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{F9184737-85F4-4B77-B07C-1B9EC4CDB820},No,42.7853497623225
1067,NA,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,Durham County,2018-12-31T23:16:31Z,KRISTYPO,2019-01-16T22:55:11Z,KRISTYPO,{02934D7E-3AD1-420B-A275-EB353B6DC33B},NA,18.7695826540268
1068,NA,American Tobacco Trail,American Tobacco Greenway,Existing,11.6,0,Crosswalk,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,Durham County,Durham County,2018-12-31T23:16:31Z,KRISTYPO,2019-01-16T22:55:11Z,KRISTYPO,{40C79A10-766F-4F86-B52E-C95392393DE5},No,30.5213473753916
1069,1069,Renaissance Parkway Sidepath,NA,Existing,1.2,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{0E604C5B-FC24-495F-ADB4-000DFDB78A2A},No,39.1502965579258
1070,1070,Renaissance Parkway Sidepath,NA,Existing,1.2,0,Driveway,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{C1577C22-E9A4-4025-AC9F-70A2FF6B1CE4},No,45.2581297442386
1071,1071,Renaissance Parkway Sidepath,NA,Existing,1.2,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{1A31BF18-706A-4845-8D44-9A80425BD064},No,53.6369722848836
1072,1072,Renaissance Parkway Sidepath,NA,Existing,1.2,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2002,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{FE41801C-C83C-4FE1-9DB5-2BD8C01E1C6D},No,51.8221810237052
