objectid,facilityid,name,systemname,status,length,width,trailtype,surftype,hiking,dogwalking,walking,electric,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,installyr,resurfyr,ownedby,maintby,creationdate,creator,editdate,editor,globalid,shlder,shapestlength
1073,1073,Indian Trail Park Walking Trail,NA,Existing,0.26,7,Walking Path,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2004,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:24:55Z,KRISTYPO,{616B5961-28F1-4B2E-8621-30432228C28A},NA,542.056083654416
1074,1074,West Ellerbe Creek Trail,North South Greenway,Existing,1.76,12,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2004,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:25:14Z,KRISTYPO,{CCBE55C2-E44E-48D2-B57C-7D3132CA956A},NA,301.210171499636
1075,1075,West Ellerbe Creek Trail,North South Greenway,Existing,1.76,12,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2004,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:26:19Z,KRISTYPO,{633D144A-8068-40F0-8F92-0334DA384EE1},NA,1922.8624714744
1076,1076,West Ellerbe Creek Trail,North South Greenway,Existing,1.76,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2004,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{3757C38D-C628-4DDC-869E-4C2A530F0D8D},NA,41.2815622654115
1077,1077,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{CC79B47C-9475-40DE-AF75-438F5C17002B},No,15.1890778220931
1078,1078,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Driveway,Concrete,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{CD95BEC3-2D9C-4378-945D-0089C543D837},No,10.7406827373485
1080,1080,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{C7C7EF5D-2A37-4395-9ABD-89AF5E6450D6},No,42.0851425871698
1081,1081,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{351ACA61-F054-4931-8431-666F8E2E2E1B},No,62.6930711740365
1082,1082,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{59C9A028-5F48-4CE3-BF29-CDB2CA838C1D},NA,29.2919710278711
1083,1083,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{591ED944-2CF9-4EF5-9FF1-FA6C13DD5FC5},No,25.2263239655474
1084,1084,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{B6332A04-525F-4765-BB34-0394A5A939FC},No,18.1953257778553
1085,1085,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{4C2BEA36-0C0B-4F77-A3CE-B866787B30D8},NA,0.24686867772077
1086,1086,Third Fork Creek Trail,North South Greenway,Existing,3.93,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2011,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{A73195EB-9C6E-4044-BB1E-EF93B649C64D},No,65.767279942531
1088,1088,Rock Quarry Spur,NA,Existing,0.46,9,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1989,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:29:26Z,KRISTYPO,{AC6D7548-39D3-478F-B2B7-5C12CEF329D7},No,28.1471081233513
1089,1089,Downtown Trail,North South Greenway,Existing,1.64,0,Driveway,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2005,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-04-03T20:55:36Z,KRISTYPO,{1F4F233F-6D35-4E3E-9BFE-892ACF45C282},No,28.288172471256
1090,1090,Rocky Creek Trail,Pearsontown-Rocky Creek Greenway,Existing,2.17,0,Crosswalk,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1988,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:29:46Z,KRISTYPO,{9981E526-10A6-4C69-A09A-F3F009B6DFF6},No,40.2220819786986
1092,1092,Rocky Creek Trail,Pearsontown-Rocky Creek Greenway,Existing,2.17,10,Multi Use Path,Asphalt,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,1988,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:31:09Z,KRISTYPO,{0AB20B1A-149E-4432-A5E7-E6AE203ACA2A},Yes,21.4818773375571
1094,1094,Eno River Bridge,NA,Existing,0.57,0,Walking Path,Native,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,2008,NA,City of Durham,City of Durham,2018-12-31T23:16:31Z,KRISTYPO,2019-07-03T21:32:22Z,KRISTYPO,{DEE6B4C7-FF9D-48D2-8B9A-017549E89CE5},NA,649.679711135589
1095,NA,Woodcroft Neighborhood Trails,NA,Existing,9.96,0,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neighborhood,Neighborhood,2018-12-31T23:16:31Z,KRISTYPO,2019-01-15T20:12:32Z,KRISTYPO,{9CA432D2-078E-46FB-814C-1BF29CF32C7C},NA,832.374078722485
1096,NA,Spruce Pine Lodge Access Roads,NA,Existing,0.7,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:38:57Z,KRISTYPO,{E24A535A-5570-4495-99CD-4A5CCA64D95E},NA,1506.85231868871
1097,NA,Spruce Pine Lodge Access Roads,NA,Existing,0.7,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:38:58Z,KRISTYPO,{9152E764-92BD-4A61-957F-DE1939D3D93E},NA,196.606144589276
1098,NA,Spruce Pine Lodge Access Roads,NA,Existing,0.7,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:38:59Z,KRISTYPO,{C7F98582-5AC7-4F17-880E-0E1FD78C1D6C},NA,99.8667837670068
1099,NA,Spruce Pine Lodge Access Roads,NA,Existing,0.7,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:39:00Z,KRISTYPO,{781BBBC2-1B13-4A96-B806-E2738BA6A818},NA,1165.9379026766
1100,NA,Spruce Pine Lodge Access Roads,NA,Existing,0.7,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:39:01Z,KRISTYPO,{2D18F637-4121-4167-BEE3-DF56E8BB26B6},NA,669.504307753327
1101,NA,Spruce Pine Lodge Access Roads,NA,Existing,0.7,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2018-12-31T23:16:31Z,KRISTYPO,2019-06-25T20:39:02Z,KRISTYPO,{B0AC0061-3EDA-43D3-A4E2-87E4C85E5033},NA,33.716311736953
1102,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,NA,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:04:27Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{772BEEEA-A2B8-4A78-A190-2E13FFAAC8F3},NA,13476.3128144282
1103,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:17:11Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{4770516C-3769-4328-BC7D-6393AA855A06},NA,14503.7282957107
1104,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:28:07Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{2210D827-7A46-4C3A-BB74-334D6E516A6E},NA,17108.9650766478
1105,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:29:30Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{4A056F27-B01A-49AE-975B-CEC600682238},NA,822.996879678416
1106,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:36:28Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{873809F0-D297-4138-AEA4-8593288F59F8},NA,2544.55770909038
1107,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:41:57Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{2EB14632-427C-4E4B-93DC-BEB15F94BB28},NA,12179.047234191
1108,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:43:34Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{5E7CDA52-AD77-4C60-BC19-32B2C1439370},NA,2295.92978310596
1109,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:46:38Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{52EADFE0-D426-416B-AB20-2F08919E36C9},NA,1537.59217837075
1110,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T19:53:28Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{726F7178-EA9E-4540-A1ED-6ADE0A947C8D},NA,789.467640468976
1111,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T20:08:08Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{DEBC0489-CBA8-4539-8053-A64CEC9FC1C0},NA,6353.07590429854
1112,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T20:21:38Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{9CD03D7D-BB31-4DA3-A06E-99BAF30D66BD},NA,9654.32785015794
1113,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T20:26:22Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{B51AC10C-280E-4560-822B-AB20D7CE218E},NA,7420.94562584541
1114,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T20:30:07Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{293964D9-2E81-4BB3-959C-D53685CF47BE},NA,4859.47662780504
1115,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T20:35:15Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{1D7F3B2A-A44A-4BE9-B20A-32591D31A071},NA,2704.23407581997
1116,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T20:40:06Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{C73516BA-56F0-49D5-9EA2-0AADB19F56FD},NA,5957.97342909946
1117,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T20:42:19Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{4D9349C0-4E64-43FE-95BA-C6ABC90CB227},NA,2081.04643693716
1118,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T20:47:54Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{4261990D-4027-4BA7-859F-7EB22C83C44A},NA,1399.4518694999
1119,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T21:41:53Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{3926423C-1943-4FB8-AA7E-659E3814383E},NA,2210.81094410661
1120,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T21:47:22Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{F65050A5-5848-46A3-B291-7F427FF3A5B3},NA,2582.04851953107
1121,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T22:41:38Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{C80CC198-FF94-4B6B-9176-2B8DA7DA6EB6},NA,3138.25971729902
1122,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T22:58:30Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{C53A85D0-84FE-40FC-A657-41C3D6D591EE},NA,1378.13412752586
1123,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T23:04:41Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{9695F4E3-663C-4E2D-B1C5-7A9B77781780},NA,7354.81153898109
1124,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T23:09:03Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{5A16BEAA-A4BB-48EE-BE34-FBCF9218D7E0},NA,3037.86482832493
1125,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T23:11:15Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{EEB0D1FA-D502-49F5-9B3D-8242A75BFE8E},NA,371.042296542218
1126,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T23:14:38Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{FD4317CE-85B4-4225-9F40-4FB53F784A9E},NA,2579.34493711482
1127,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T23:16:07Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{630837C7-6476-455C-B9E3-6CED9833AC52},NA,457.878391324302
1128,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T23:18:24Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{52068AEB-1148-4700-B45C-A826577BFE40},NA,2297.56241682536
1129,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T23:22:07Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{A99D8617-AAA5-400D-B43D-4F9919DF3C5B},NA,866.323052374957
1130,NA,Research Triangle Park Trails,NA,Existing,25.97,NA,Multi Use Path,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-02T23:29:58Z,KRISTYPO,2019-01-23T17:49:01Z,KRISTYPO,{80EB599E-3577-4613-BDB1-A30C922F5A35},NA,5138.99456442897
1131,NA,Battle Branch Trail,NA,Existing,NA,NA,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Town of Chapel Hill,NA,2019-01-03T00:22:30Z,KRISTYPO,2019-01-03T00:35:28Z,KRISTYPO,{552BD842-AFC7-4DAA-A9D0-46FE61E76169},NA,6964.96052110165
1133,NA,Battle Branch Trail,NA,Existing,NA,NA,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Town of Chapel Hill,NA,2019-01-03T00:30:32Z,KRISTYPO,2019-01-03T00:31:14Z,KRISTYPO,{0D3EA292-93C9-46C8-BC76-D713A3E54FAE},NA,194.642274705892
1134,NA,Battle Branch Trail,NA,Existing,NA,NA,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Town of Chapel Hill,NA,2019-01-03T00:32:21Z,KRISTYPO,2019-01-03T00:33:37Z,KRISTYPO,{2254C8E7-914A-49AB-A15F-345EC78A0B25},NA,363.910689015287
1135,NA,Battle Branch Trail,NA,Existing,NA,NA,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Town of Chapel Hill,NA,2019-01-03T00:35:46Z,KRISTYPO,2019-01-03T00:36:22Z,KRISTYPO,{F7233E1D-46FA-4029-B9D2-D80270BCEC37},NA,453.540868455478
1136,NA,Tanyard Branch Trail,NA,Existing,0.77,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Town of Chapel Hill,NA,2019-01-03T17:41:47Z,KRISTYPO,2019-01-15T20:04:49Z,KRISTYPO,{A8C52C78-94EB-48B4-BDC8-84E194EDBC33},NA,1507.04851041337
1137,NA,Tanyard Branch Trail,NA,Existing,0.77,NA,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Town of Chapel Hill,NA,2019-01-03T17:45:11Z,KRISTYPO,2019-01-15T20:04:51Z,KRISTYPO,{AAA79896-DB3B-4A75-A61A-41290CF306E5},NA,2561.25055932111
1138,NA,Leigh Farm Disk Golf Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2019-01-01T00:18:37Z,KRISTYPO,2019-06-18T19:44:03Z,KRISTYPO,{62627FCB-8B7B-4457-BC11-91D210B9ADE6},NA,454.454651164159
1139,NA,Leigh Farm Disk Golf Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2019-01-01T00:18:42Z,KRISTYPO,2019-06-18T19:44:04Z,KRISTYPO,{625F3BE3-3044-45D3-B758-3A72A347DDD2},NA,1492.04923871675
1140,NA,Leigh Farm Disk Golf Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2019-01-01T00:18:42Z,KRISTYPO,2019-06-18T19:44:06Z,KRISTYPO,{941E994B-0D9B-4056-B53B-9FAE83DCB4B8},NA,0.43737856127741
1141,NA,Leigh Farm Disk Golf Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2019-01-01T00:18:42Z,KRISTYPO,2019-06-18T19:44:23Z,KRISTYPO,{94F9173D-E4F3-47D7-B059-4796ECD83B70},NA,148.516258673158
1142,NA,Leigh Farm Disk Golf Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2019-01-01T00:18:42Z,KRISTYPO,2019-06-18T19:42:52Z,KRISTYPO,{D1833400-05F0-4D46-90A9-5AD425C8EA4B},NA,533.944713727008
1143,NA,Leigh Farm Disk Golf Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2019-01-01T00:18:42Z,KRISTYPO,2019-06-18T19:42:52Z,KRISTYPO,{B7AB8722-D3A7-4720-B422-6E83C5AAB920},NA,88.023335350384
1144,NA,Leigh Farm Disk Golf Trail,NA,Existing,3.13,0,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2019-01-01T00:18:42Z,KRISTYPO,2019-06-18T19:42:52Z,KRISTYPO,{7ECC5860-E5FD-4468-B86F-4E210E5B7435},NA,2232.3056624049
1145,NA,Oxgate Road,NA,Existing,3.13,6,Walking Path,Concrete,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,City of Durham,Volunteer,2019-01-01T00:19:08Z,KRISTYPO,2019-07-01T22:08:30Z,KRISTYPO,{346D7071-0716-4218-83B5-03CFAD214DD9},NA,839.919032327969
1146,NA,Leigh Farm Outer Loop,NA,Existing,3.13,6,Walking Path,Native,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,North Carolina Division of Parks and Recreation ,Volunteer,2019-01-01T00:19:22Z,KRISTYPO,2019-07-01T21:55:03Z,KRISTYPO,{1949F450-BBE2-4492-A06C-293F7CA10363},NA,303.831508645904
1147,NA,Old Oxford Rd Area Trails,NA,Existing,4.1,NA,NA,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-09T00:00:42Z,KRISTYPO,2019-01-23T17:46:13Z,KRISTYPO,{DA5AA95F-99A0-496F-96CA-210B67E1A790},NA,9558.56472619222
1148,NA,Old Oxford Rd Area Trails,NA,Existing,4.1,NA,NA,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-09T00:06:05Z,KRISTYPO,2019-01-23T17:46:15Z,KRISTYPO,{FFB7C0A5-0D0C-40AA-B3FA-13436E18A719},NA,5734.29302726294
1149,NA,Old Oxford Rd Area Trails,NA,Existing,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-09T00:07:34Z,KRISTYPO,2019-01-23T17:46:24Z,KRISTYPO,{37D6DF7D-2FEB-4174-A220-68B3AF8568EB},NA,946.219070749484
1150,NA,Old Oxford Rd Area Trails,NA,Existing,4.1,NA,NA,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-09T00:12:51Z,KRISTYPO,2019-01-23T17:46:22Z,KRISTYPO,{ED15FC4E-B241-488B-B224-25910F13D799},NA,5426.71500695947
1151,NA,Duke East Campus Trail,NA,Existing,1.61,15,Walking Path,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,2019-01-09T00:18:27Z,KRISTYPO,2019-10-23T22:09:59Z,Kristypo@DURHAM_DOMAIN,{DDF7A8E5-E0D5-40C7-B862-74B10BE08243},NA,8494.57143138002
